"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"83","Alto Paraíso","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Alto Paraíso","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Alto Paraná","Leitos Hospitalares - Existente - Total",20,20,20,20,20,20,20,20,20,20,20
"86","Alto Paraná","Leitos Hospitalares - Existente - Cirúrgicos",1,1,1,1,1,1,1,1,1,1,1
"87","Alto Paraná","Leitos Hospitalares - Existente - Clínicos",10,10,10,10,10,10,10,10,10,10,10
"88","Alto Paraná","Leitos Hospitalares - Existente - Obstétricos",3,3,3,3,3,3,3,3,3,3,3
"89","Alto Paraná","Leitos Hospitalares - Existente - Pediátricos",6,6,6,6,6,6,6,6,6,6,6
"90","Alto Paraná","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Alto Paraná","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Alto Paraná","Leitos Hospitalares - SUS - Total",19,19,19,19,19,19,19,19,19,19,19
"93","Alto Paraná","Leitos Hospitalares - SUS - Cirúrgicos",1,1,1,1,1,1,1,1,1,1,1
"94","Alto Paraná","Leitos Hospitalares - SUS - Clínicos",9,9,9,9,9,9,9,9,9,9,9
"95","Alto Paraná","Leitos Hospitalares - SUS - Obstétricos",3,3,3,3,3,3,3,3,3,3,3
"96","Alto Paraná","Leitos Hospitalares - SUS - Pediátricos",6,6,6,6,6,6,6,6,6,6,6
"97","Alto Paraná","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Alto Paraná","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Alto Piquiri","Leitos Hospitalares - Existente - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Alto Piquiri","Leitos Hospitalares - Existente - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Alto Piquiri","Leitos Hospitalares - Existente - Clínicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Alto Piquiri","Leitos Hospitalares - Existente - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Alto Piquiri","Leitos Hospitalares - Existente - Pediátricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Alto Piquiri","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Alto Piquiri","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Alto Piquiri","Leitos Hospitalares - SUS - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Alto Piquiri","Leitos Hospitalares - SUS - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Alto Piquiri","Leitos Hospitalares - SUS - Clínicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Alto Piquiri","Leitos Hospitalares - SUS - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Alto Piquiri","Leitos Hospitalares - SUS - Pediátricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Alto Piquiri","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Alto Piquiri","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Altônia","Leitos Hospitalares - Existente - Total",37,37,37,37,37,37,37,37,37,39,39
"114","Altônia","Leitos Hospitalares - Existente - Cirúrgicos",5,5,5,5,5,5,5,5,5,5,5
"115","Altônia","Leitos Hospitalares - Existente - Clínicos",22,22,19,19,19,19,19,19,19,19,19
"116","Altônia","Leitos Hospitalares - Existente - Obstétricos",3,3,3,3,3,3,3,3,3,5,5
"117","Altônia","Leitos Hospitalares - Existente - Pediátricos",7,7,7,7,7,7,7,7,7,7,7
"118","Altônia","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,3,3,3,3,3,3,3,3,3
"119","Altônia","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Altônia","Leitos Hospitalares - SUS - Total",37,37,37,37,37,37,37,37,37,39,39
"121","Altônia","Leitos Hospitalares - SUS - Cirúrgicos",5,5,5,5,5,5,5,5,5,5,5
"122","Altônia","Leitos Hospitalares - SUS - Clínicos",22,22,19,19,19,19,19,19,19,19,19
"123","Altônia","Leitos Hospitalares - SUS - Obstétricos",3,3,3,3,3,3,3,3,3,5,5
"124","Altônia","Leitos Hospitalares - SUS - Pediátricos",7,7,7,7,7,7,7,7,7,7,7
"125","Altônia","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,3,3,3,3,3,3,3,3,3
"126","Altônia","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Alvorada do Sul","Leitos Hospitalares - Existente - Total",21,21,21,21,21,21,16,16,16,16,20
"128","Alvorada do Sul","Leitos Hospitalares - Existente - Cirúrgicos",2,2,2,2,2,2,NA,NA,NA,NA,NA
"129","Alvorada do Sul","Leitos Hospitalares - Existente - Clínicos",10,10,10,10,10,10,10,10,10,10,14
"130","Alvorada do Sul","Leitos Hospitalares - Existente - Obstétricos",4,4,4,4,4,4,3,3,3,3,3
"131","Alvorada do Sul","Leitos Hospitalares - Existente - Pediátricos",5,5,5,5,5,5,3,3,3,3,3
"132","Alvorada do Sul","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Alvorada do Sul","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Alvorada do Sul","Leitos Hospitalares - SUS - Total",21,21,21,21,21,21,16,16,16,16,20
"135","Alvorada do Sul","Leitos Hospitalares - SUS - Cirúrgicos",2,2,2,2,2,2,NA,NA,NA,NA,NA
"136","Alvorada do Sul","Leitos Hospitalares - SUS - Clínicos",10,10,10,10,10,10,10,10,10,10,14
"137","Alvorada do Sul","Leitos Hospitalares - SUS - Obstétricos",4,4,4,4,4,4,3,3,3,3,3
"138","Alvorada do Sul","Leitos Hospitalares - SUS - Pediátricos",5,5,5,5,5,5,3,3,3,3,3
"139","Alvorada do Sul","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Alvorada do Sul","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Amaporã","Leitos Hospitalares - Existente - Total",13,13,13,13,13,13,13,13,13,13,13
"142","Amaporã","Leitos Hospitalares - Existente - Cirúrgicos",1,1,1,1,1,1,1,1,1,1,1
"143","Amaporã","Leitos Hospitalares - Existente - Clínicos",5,5,5,5,5,5,5,5,5,5,5
"144","Amaporã","Leitos Hospitalares - Existente - Obstétricos",3,3,3,3,3,3,3,3,3,3,3
"145","Amaporã","Leitos Hospitalares - Existente - Pediátricos",4,4,4,4,4,4,4,4,4,4,4
"146","Amaporã","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Amaporã","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Amaporã","Leitos Hospitalares - SUS - Total",13,13,13,13,13,13,13,13,13,13,13
"149","Amaporã","Leitos Hospitalares - SUS - Cirúrgicos",1,1,1,1,1,1,1,1,1,1,1
"150","Amaporã","Leitos Hospitalares - SUS - Clínicos",5,5,5,5,5,5,5,5,5,5,5
"151","Amaporã","Leitos Hospitalares - SUS - Obstétricos",3,3,3,3,3,3,3,3,3,3,3
"152","Amaporã","Leitos Hospitalares - SUS - Pediátricos",4,4,4,4,4,4,4,4,4,4,4
"153","Amaporã","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Amaporã","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Ampére","Leitos Hospitalares - Existente - Total",73,72,29,29,34,34,34,34,34,34,34
"156","Ampére","Leitos Hospitalares - Existente - Cirúrgicos",12,8,3,3,3,3,3,3,3,3,3
"157","Ampére","Leitos Hospitalares - Existente - Clínicos",30,36,16,16,17,17,17,17,17,16,16
"158","Ampére","Leitos Hospitalares - Existente - Obstétricos",16,13,5,5,8,8,8,8,8,8,8
"159","Ampére","Leitos Hospitalares - Existente - Pediátricos",15,15,5,5,6,6,6,6,6,7,7
"160","Ampére","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Ampére","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Ampére","Leitos Hospitalares - SUS - Total",61,67,25,25,34,34,34,33,33,33,33
"163","Ampére","Leitos Hospitalares - SUS - Cirúrgicos",9,7,2,2,3,3,3,3,3,3,3
"164","Ampére","Leitos Hospitalares - SUS - Clínicos",26,34,15,15,17,17,17,16,16,15,15
"165","Ampére","Leitos Hospitalares - SUS - Obstétricos",12,12,4,4,8,8,8,8,8,8,8
"166","Ampére","Leitos Hospitalares - SUS - Pediátricos",14,14,4,4,6,6,6,6,6,7,7
"167","Ampére","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Ampére","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Anahy","Leitos Hospitalares - Existente - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Anahy","Leitos Hospitalares - Existente - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Anahy","Leitos Hospitalares - Existente - Clínicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Anahy","Leitos Hospitalares - Existente - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Anahy","Leitos Hospitalares - Existente - Pediátricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Anahy","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Anahy","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Anahy","Leitos Hospitalares - SUS - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Anahy","Leitos Hospitalares - SUS - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Anahy","Leitos Hospitalares - SUS - Clínicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Anahy","Leitos Hospitalares - SUS - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Anahy","Leitos Hospitalares - SUS - Pediátricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Anahy","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Anahy","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Andirá","Leitos Hospitalares - Existente - Total",88,88,88,88,88,62,62,62,62,62,62
"184","Andirá","Leitos Hospitalares - Existente - Cirúrgicos",8,8,8,8,8,10,10,10,10,10,10
"185","Andirá","Leitos Hospitalares - Existente - Clínicos",38,38,38,38,38,25,25,25,25,25,25
"186","Andirá","Leitos Hospitalares - Existente - Obstétricos",18,18,18,18,18,15,15,15,15,15,15
"187","Andirá","Leitos Hospitalares - Existente - Pediátricos",24,24,24,24,24,12,12,12,12,12,12
"188","Andirá","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Andirá","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Andirá","Leitos Hospitalares - SUS - Total",86,86,86,86,86,57,57,57,57,57,57
"191","Andirá","Leitos Hospitalares - SUS - Cirúrgicos",8,8,8,8,8,8,8,8,8,8,8
"192","Andirá","Leitos Hospitalares - SUS - Clínicos",37,37,37,37,37,23,23,23,23,23,23
"193","Andirá","Leitos Hospitalares - SUS - Obstétricos",17,17,17,17,17,14,14,14,14,14,14
"194","Andirá","Leitos Hospitalares - SUS - Pediátricos",24,24,24,24,24,12,12,12,12,12,12
"195","Andirá","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Andirá","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Ângulo","Leitos Hospitalares - Existente - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Ângulo","Leitos Hospitalares - Existente - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Ângulo","Leitos Hospitalares - Existente - Clínicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Ângulo","Leitos Hospitalares - Existente - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Ângulo","Leitos Hospitalares - Existente - Pediátricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Ângulo","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Ângulo","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Ângulo","Leitos Hospitalares - SUS - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Ângulo","Leitos Hospitalares - SUS - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Ângulo","Leitos Hospitalares - SUS - Clínicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Ângulo","Leitos Hospitalares - SUS - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Ângulo","Leitos Hospitalares - SUS - Pediátricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Ângulo","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Ângulo","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Antonina","Leitos Hospitalares - Existente - Total",26,19,31,31,31,31,31,31,31,31,31
"212","Antonina","Leitos Hospitalares - Existente - Cirúrgicos",6,2,2,2,2,2,2,2,2,2,2
"213","Antonina","Leitos Hospitalares - Existente - Clínicos",9,9,16,16,16,16,16,16,16,16,16
"214","Antonina","Leitos Hospitalares - Existente - Obstétricos",7,4,4,4,4,4,4,4,4,4,4
"215","Antonina","Leitos Hospitalares - Existente - Pediátricos",4,4,9,9,9,9,9,9,9,9,9
"216","Antonina","Leitos Hospitalares - Existente - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Antonina","Leitos Hospitalares - Existente - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Antonina","Leitos Hospitalares - SUS - Total",19,19,31,31,31,31,31,31,31,31,31
"219","Antonina","Leitos Hospitalares - SUS - Cirúrgicos",2,2,2,2,2,2,2,2,2,2,2
"220","Antonina","Leitos Hospitalares - SUS - Clínicos",9,9,16,16,16,16,16,16,16,16,16
"221","Antonina","Leitos Hospitalares - SUS - Obstétricos",4,4,4,4,4,4,4,4,4,4,4
"222","Antonina","Leitos Hospitalares - SUS - Pediátricos",4,4,9,9,9,9,9,9,9,9,9
"223","Antonina","Leitos Hospitalares - SUS - Outras Especialidades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Antonina","Leitos Hospitalares - SUS - Hospital / Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Antônio Olinto","Leitos Hospitalares - Existente - Total",NA,NA,NA,NA,NA,NA,NA,2,2,2,2
"226","Antônio Olinto","Leitos Hospitalares - Existente - Cirúrgicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Antônio Olinto","Leitos Hospitalares - Existente - Clínicos",NA,NA,NA,NA,NA,NA,NA,2,2,2,2
"228","Antônio Olinto","Leitos Hospitalares - Existente - Obstétricos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
