"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"23","Adrianópolis","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",121.28,136.17,78.72,114.08,101.35,124.66,52.17,140.58,132.86,63.27,77.55
"24","Adrianópolis","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",NA,57.45,73.4,102.82,114.86,130.14,49.28,136.23,130,69.39,68.37
"25","Adrianópolis","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",38.3,69.15,57.45,87.32,113.51,105.48,47.83,146.38,131.43,67.35,79.59
"26","Adrianópolis","Cobertura Vacinal - Tríplice Viral (SCR) (%)",142.55,137.23,73.4,152.11,102.7,123.29,31.88,86.96,135.71,74.49,70.41
"27","Adrianópolis","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,NA,97.3,78.08,24.64,75.36,61.43,82.65,54.08
"28","Adrianópolis","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",128.72,146.81,88.3,107.04,106.76,124.66,43.48,NA,NA,NA,NA
"29","Adrianópolis","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,35.11,107.04,106.76,124.66,43.48,127.54,127.14,60.2,79.59
"30","Adrianópolis","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Adrianópolis","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,59.15,39.19,39.73,NA,24.64,55.07,92.75,57.97
"32","Adrianópolis","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,16.22,NA,NA,27.54,71.01,111.59,118.84
"33","Agudos do Sul","Cobertura Vacinal - BCG (Tuberculose) (%)",150.94,158.49,118.87,115.53,115.45,121.05,84.21,101.75,126.55,99.12,92.04
"34","Agudos do Sul","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,93.64,150.88,84.21,74.56,101.77,100,111.5
"35","Agudos do Sul","Cobertura Vacinal - Hepatite B (HB) (%)",117.92,141.51,111.32,108.74,112.73,142.98,106.14,106.14,104.42,101.77,118.58
"36","Agudos do Sul","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,1.82,2.63,NA,27.19,79.65,65.49,26.55
"37","Agudos do Sul","Cobertura Vacinal - Poliomielite (VOP) (%)",152.83,133.96,136.79,116.5,108.18,148.25,73.68,102.63,104.42,100,115.04
"38","Agudos do Sul","Cobertura Vacinal - Febre Amarela (FA) (%)",136.79,106.6,139.62,114.56,127.27,155.26,85.96,85.09,95.58,97.35,102.65
"39","Agudos do Sul","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",120.75,133.02,125.47,121.36,101.82,136.84,86.84,114.04,106.19,110.62,104.42
"40","Agudos do Sul","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",38.68,131.13,133.02,124.27,119.09,137.72,96.49,106.14,107.08,97.35,106.19
"41","Agudos do Sul","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",74.53,93.4,110.38,94.17,111.82,132.46,86.84,116.67,108.85,112.39,111.5
"42","Agudos do Sul","Cobertura Vacinal - Tríplice Viral (SCR) (%)",122.64,124.53,111.32,119.42,133.64,124.56,106.14,77.19,103.54,114.16,108.85
"43","Agudos do Sul","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,42.72,80.91,133.33,98.25,80.7,7.08,8.85,63.72
"44","Agudos do Sul","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",162.26,133.96,133.96,107.77,117.27,141.23,93.86,NA,NA,NA,NA
"45","Agudos do Sul","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,NA,107.77,112.73,141.23,93.86,106.14,104.42,101.77,118.58
"46","Agudos do Sul","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Agudos do Sul","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,63.11,90.91,89.47,16.67,22.81,41.23,47.37,6.14
"48","Agudos do Sul","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,11.65,17.27,52.63,14.91,41.23,82.46,71.93,57.89
"49","Almirante Tamandaré","Cobertura Vacinal - BCG (Tuberculose) (%)",100.11,107.09,113.06,114.11,96.82,93.34,86,83.65,85.64,78.89,73.8
"50","Almirante Tamandaré","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,46.18,94.38,67.4,77.01,78.02,78.78,73.96
"51","Almirante Tamandaré","Cobertura Vacinal - Hepatite B (HB) (%)",94.49,98.03,96.62,95.46,92.79,85.6,94.15,80.88,82,61.53,82.87
"52","Almirante Tamandaré","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,0.11,0.99,2.04,3.24,48.76,75.53,73.24
"53","Almirante Tamandaré","Cobertura Vacinal - Poliomielite (VOP) (%)",96.51,98.37,95.61,94.01,94.91,78.89,82.13,79.36,82.16,76.32,74.08
"54","Almirante Tamandaré","Cobertura Vacinal - Febre Amarela (FA) (%)",68.66,74.73,87,92.73,78.37,73.17,68.5,65.62,67.81,68.25,61.98
"55","Almirante Tamandaré","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",73.78,73.1,80.19,84.71,86.32,86.22,83.8,82.18,81.56,77.16,72.79
"56","Almirante Tamandaré","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",0.56,95.67,98.99,95.56,92.1,86.22,85.37,82.92,81.39,79.96,76.37
"57","Almirante Tamandaré","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",12.61,63.42,76.03,81.19,93.64,88.87,86.68,85.53,83.27,79.23,74.13
"58","Almirante Tamandaré","Cobertura Vacinal - Tríplice Viral (SCR) (%)",85.14,83.57,101.91,110.64,100.37,85.39,86.42,82.34,77.19,79.9,72.34
"59","Almirante Tamandaré","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,40.35,76.62,70.41,81.03,60.45,39.65,72.45,47.76
"60","Almirante Tamandaré","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",99.49,97.92,98.65,95.83,92.79,85.54,84.69,NA,NA,NA,NA
"61","Almirante Tamandaré","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,30.16,95.03,92.79,85.54,84.69,80.88,82,61.53,82.87
"62","Almirante Tamandaré","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Almirante Tamandaré","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,56.12,45.81,24.65,16.2,33.75,48.96,44.51,30.09
"64","Almirante Tamandaré","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,2.17,19.45,16.35,38.14,59.82,57.21,35.11
"65","Altamira do Paraná","Cobertura Vacinal - BCG (Tuberculose) (%)",126.92,130.77,109.62,125.42,98.04,101.85,107.27,125.45,88.89,64.79,46.48
"66","Altamira do Paraná","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,29.41,88.89,105.45,100,100,71.83,25.35
"67","Altamira do Paraná","Cobertura Vacinal - Hepatite B (HB) (%)",82.69,101.92,101.92,110.17,119.61,85.19,110.91,123.64,103.7,47.89,40.85
"68","Altamira do Paraná","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,21.57,38.89,61.82,81.82,68.52,70.42,56.34
"69","Altamira do Paraná","Cobertura Vacinal - Poliomielite (VOP) (%)",96.15,109.62,94.23,110.17,127.45,81.48,109.09,121.82,103.7,66.2,40.85
"70","Altamira do Paraná","Cobertura Vacinal - Febre Amarela (FA) (%)",94.23,111.54,82.69,94.92,82.35,75.93,101.82,94.55,118.52,57.75,35.21
"71","Altamira do Paraná","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",119.23,101.92,101.92,98.31,109.8,81.48,96.36,120,94.44,59.15,61.97
"72","Altamira do Paraná","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",1.92,125,80.77,103.39,101.96,87.04,107.27,125.45,100,64.79,66.2
"73","Altamira do Paraná","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",34.62,88.46,73.08,122.03,117.65,79.63,105.45,123.64,94.44,60.56,63.38
"74","Altamira do Paraná","Cobertura Vacinal - Tríplice Viral (SCR) (%)",86.54,121.15,88.46,101.69,131.37,79.63,105.45,96.36,122.22,67.61,25.35
"75","Altamira do Paraná","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,23.73,96.08,16.67,110.91,76.36,92.59,71.83,11.27
"76","Altamira do Paraná","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",94.23,109.62,92.31,108.47,119.61,85.19,110.91,NA,NA,NA,NA
"77","Altamira do Paraná","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,15.38,108.47,119.61,85.19,110.91,123.64,103.7,47.89,40.85
"78","Altamira do Paraná","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Altamira do Paraná","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,30.51,9.8,NA,16.36,103.64,60,76.36,34.55
"80","Altamira do Paraná","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,1.69,NA,NA,20,105.45,67.27,83.64,41.82
"81","Alto Paraíso","Cobertura Vacinal - BCG (Tuberculose) (%)",78.26,82.61,82.61,151.35,152.63,86.96,94.55,92.73,104,133.33,71.11
"82","Alto Paraíso","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,15.79,86.96,72.73,101.82,88,82.22,115.56
"83","Alto Paraíso","Cobertura Vacinal - Hepatite B (HB) (%)",65.22,80.43,104.35,156.76,144.74,100,98.18,83.64,90,122.22,97.78
"84","Alto Paraíso","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,94.74,84.78,70.91,54.55,4,28.89,26.67
"85","Alto Paraíso","Cobertura Vacinal - Poliomielite (VOP) (%)",78.26,73.91,106.52,105.41,94.74,91.3,98.18,83.64,90,122.22,113.33
"86","Alto Paraíso","Cobertura Vacinal - Febre Amarela (FA) (%)",65.22,71.74,95.65,118.92,113.16,78.26,74.55,120,72,122.22,108.89
"87","Alto Paraíso","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",73.91,86.96,115.22,140.54,142.11,89.13,100,100,76,135.56,95.56
"88","Alto Paraíso","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",NA,97.83,108.7,127.03,126.32,86.96,92.73,90.91,76,131.11,97.78
"89","Alto Paraíso","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",15.22,86.96,89.13,178.38,142.11,95.65,98.18,103.64,78,135.56,95.56
"90","Alto Paraíso","Cobertura Vacinal - Tríplice Viral (SCR) (%)",91.3,23.91,95.65,59.46,102.63,136.96,76.36,105.45,94,108.89,108.89
"91","Alto Paraíso","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,72.97,71.05,60.87,63.64,81.82,58,73.33,80
"92","Alto Paraíso","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",80.43,73.91,113.04,140.54,142.11,100,96.36,NA,NA,NA,NA
"93","Alto Paraíso","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,10.87,127.03,142.11,100,96.36,83.64,90,122.22,97.78
"94","Alto Paraíso","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Alto Paraíso","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,132.43,10.53,NA,NA,63.64,72.73,85.45,16.36
"96","Alto Paraíso","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,NA,NA,NA,81.82,107.27,90.91,20
"97","Alto Paraná","Cobertura Vacinal - BCG (Tuberculose) (%)",123.46,116.05,98.77,95.21,129.38,118.23,97.3,101.62,128.74,91.57,107.87
"98","Alto Paraná","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,33.75,135.36,107.57,98.92,112.07,119.1,102.81
"99","Alto Paraná","Cobertura Vacinal - Hepatite B (HB) (%)",102.47,133.33,105.56,87.77,96.25,97.79,113.51,95.68,120.11,94.94,97.19
"100","Alto Paraná","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,58.75,46.96,32.97,43.24,60.34,37.08,33.15
"101","Alto Paraná","Cobertura Vacinal - Poliomielite (VOP) (%)",106.79,123.46,102.47,87.77,95,91.16,111.35,96.22,117.82,107.87,91.57
"102","Alto Paraná","Cobertura Vacinal - Febre Amarela (FA) (%)",105.56,112.96,116.67,89.89,88.75,89.5,109.19,100,114.94,113.48,35.39
"103","Alto Paraná","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",108.02,116.67,104.94,88.3,117.5,98.34,108.11,105.41,122.99,102.81,95.51
"104","Alto Paraná","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",1.23,177.16,107.41,92.02,114.38,93.92,111.35,102.16,121.84,110.11,97.19
"105","Alto Paraná","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",53.7,138.27,109.88,95.21,91.25,99.45,112.97,109.19,124.14,105.06,94.38
"106","Alto Paraná","Cobertura Vacinal - Tríplice Viral (SCR) (%)",98.77,127.78,123.46,88.83,110,91.71,116.76,97.3,112.07,120.79,64.61
"107","Alto Paraná","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,42.55,26.88,30.39,100.54,100.54,71.84,117.42,82.58
"108","Alto Paraná","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",106.79,121.6,101.23,87.77,96.25,97.79,111.89,NA,NA,NA,NA
"109","Alto Paraná","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,35.8,87.77,96.25,97.79,111.89,95.68,120.11,94.94,97.19
"110","Alto Paraná","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Alto Paraná","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,50,NA,NA,NA,44.86,89.19,77.84,4.86
"112","Alto Paraná","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,11.7,NA,NA,NA,47.57,108.65,84.32,6.49
"113","Alto Piquiri","Cobertura Vacinal - BCG (Tuberculose) (%)",109.6,128.8,113.6,113.53,89.84,90.3,97.99,87.25,107.75,96.99,112.78
"114","Alto Piquiri","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,43.75,85.82,66.44,71.14,91.55,100.75,99.25
"115","Alto Piquiri","Cobertura Vacinal - Hepatite B (HB) (%)",118.4,120.8,89.6,79.7,83.59,78.36,81.21,84.56,85.92,85.71,103.76
"116","Alto Piquiri","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,NA,0.75,24.16,78.52,100,78.95,1.5
"117","Alto Piquiri","Cobertura Vacinal - Poliomielite (VOP) (%)",108.8,113.6,76.8,87.22,80.47,93.28,75.17,84.56,86.62,100,102.26
"118","Alto Piquiri","Cobertura Vacinal - Febre Amarela (FA) (%)",71.2,106.4,92,92.48,53.91,74.63,72.48,79.19,85.21,90.23,85.71
"119","Alto Piquiri","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",76,104.8,102.4,83.46,78.13,70.15,82.55,88.59,87.32,102.26,93.98
"120","Alto Piquiri","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",NA,60,112,82.71,82.81,77.61,83.89,80.54,88.03,104.51,90.98
"121","Alto Piquiri","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",4.8,57.6,65.6,51.13,84.38,76.12,85.91,90.6,89.44,102.26,96.99
"122","Alto Piquiri","Cobertura Vacinal - Tríplice Viral (SCR) (%)",104,108,107.2,91.73,95.31,81.34,82.55,76.51,85.21,105.26,88.72
"123","Alto Piquiri","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,9.02,40.63,69.4,91.95,55.7,45.07,100.75,54.14
"124","Alto Piquiri","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",107.2,121.6,96,79.7,83.59,78.36,74.5,NA,NA,NA,NA
"125","Alto Piquiri","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,19.2,72.93,83.59,78.36,74.5,84.56,85.92,85.71,103.76
"126","Alto Piquiri","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Alto Piquiri","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,24.06,NA,NA,10.07,67.11,73.83,59.73,9.4
"128","Alto Piquiri","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,NA,NA,10.07,67.11,73.83,65.77,69.13
"129","Altônia","Cobertura Vacinal - BCG (Tuberculose) (%)",104.47,104.47,89.02,90.84,100.84,86.1,120.31,95.7,102.26,92.65,93.06
"130","Altônia","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,61.09,107.46,66.41,93.36,98.5,99.59,97.55
"131","Altônia","Cobertura Vacinal - Hepatite B (HB) (%)",95.53,87.4,93.09,89.69,102.93,70.17,98.44,102.34,92.48,93.88,105.71
"132","Altônia","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,93.31,74.58,108.2,86.33,87.22,57.55,46.94
"133","Altônia","Cobertura Vacinal - Poliomielite (VOP) (%)",95.53,87.4,93.9,95.04,99.58,70.51,97.27,102.73,93.23,97.55,102.04
"134","Altônia","Cobertura Vacinal - Febre Amarela (FA) (%)",88.62,94.31,93.09,87.4,84.94,69.83,88.67,93.36,85.34,103.67,90.2
"135","Altônia","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",102.03,87.4,83.74,97.33,95.4,71.86,96.88,102.34,92.48,97.55,95.51
"136","Altônia","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",NA,113.82,90.65,104.58,100.84,74.24,103.13,102.34,92.48,104.08,96.73
"137","Altônia","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",36.99,78.05,103.25,90.08,104.18,71.19,99.61,101.56,93.61,86.94,98.78
"138","Altônia","Cobertura Vacinal - Tríplice Viral (SCR) (%)",91.46,97.15,109.76,81.3,107.95,76.95,89.06,94.14,92.86,110.2,95.92
"139","Altônia","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,41.22,23.85,62.71,82.42,73.05,57.14,95.1,67.35
"140","Altônia","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",95.53,87.4,93.9,90.08,102.93,70.17,98.44,NA,NA,NA,NA
"141","Altônia","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,26.02,89.69,102.93,70.17,98.44,102.34,92.48,93.88,105.71
"142","Altônia","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Altônia","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,65.65,2.51,28.14,59.38,101.56,100,60.94,63.67
"144","Altônia","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,0.84,37.97,89.84,108.2,100,61.72,62.89
"145","Alvorada do Sul","Cobertura Vacinal - BCG (Tuberculose) (%)",114.46,109.64,108.43,139.13,119.39,128.92,86.55,73.95,98.1,85.59,75.68
"146","Alvorada do Sul","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,95.92,155.42,74.79,88.24,100.95,92.79,113.51
"147","Alvorada do Sul","Cobertura Vacinal - Hepatite B (HB) (%)",107.23,108.43,107.23,172.83,117.35,138.55,109.24,87.39,98.1,107.21,72.97
"148","Alvorada do Sul","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,14.29,7.23,9.24,17.65,40.95,23.42,32.43
"149","Alvorada do Sul","Cobertura Vacinal - Poliomielite (VOP) (%)",110.84,114.46,91.57,170.65,113.27,127.71,88.24,86.55,98.1,106.31,71.17
"150","Alvorada do Sul","Cobertura Vacinal - Febre Amarela (FA) (%)",92.77,103.61,108.43,143.48,93.88,130.12,94.12,71.43,106.67,90.99,72.07
"151","Alvorada do Sul","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",113.25,103.61,107.23,117.39,110.2,133.73,102.52,87.39,92.38,109.01,87.39
"152","Alvorada do Sul","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",NA,160.24,115.66,158.7,119.39,128.92,107.56,88.24,92.38,107.21,72.07
"153","Alvorada do Sul","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",62.65,109.64,124.1,160.87,115.31,140.96,103.36,87.39,95.24,108.11,82.88
"154","Alvorada do Sul","Cobertura Vacinal - Tríplice Viral (SCR) (%)",102.41,107.23,114.46,165.22,97.96,139.76,94.12,94.12,105.71,94.59,55.86
"155","Alvorada do Sul","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,93.48,46.94,42.17,103.36,73.95,76.19,87.39,90.09
"156","Alvorada do Sul","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",114.46,118.07,108.43,172.83,116.33,138.55,109.24,NA,NA,NA,NA
"157","Alvorada do Sul","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,33.73,172.83,116.33,138.55,109.24,87.39,98.1,107.21,72.97
"158","Alvorada do Sul","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Alvorada do Sul","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,43.48,8.16,12.05,71.43,79.83,95.8,69.75,82.35
"160","Alvorada do Sul","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,8.7,2.04,10.84,72.27,78.15,100,75.63,65.55
"161","Amaporã","Cobertura Vacinal - BCG (Tuberculose) (%)",111.9,104.76,76.19,128.24,89.33,80.28,102.35,102.35,78.16,109.76,64.63
"162","Amaporã","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,44,121.13,70.59,100,97.7,79.27,98.78
