harvest;code_city;city;nr;group;code_variable;variable;standard;area;herd;slaughter;load;production;gpv
19/20;4117222;Nova Santa Rosa;Toledo;B;2001;ALFACE;TON;2;;;;48;66506,88
19/20;4117255;Nova Prata do Iguaçu;Dois Vizinhos;B;2001;ALFACE;TON;12;;;;257;356088,92
19/20;4117271;Nova Tebas;Pitanga;B;2001;ALFACE;TON;1;;;;22;30482,32
19/20;4117297;Novo Itacolomi;Apucarana;B;2001;ALFACE;TON;0,8;;;;10,4;14409,82
19/20;4117305;Ortigueira;Ponta Grossa;B;2001;ALFACE;TON;15;;;;150;207834
19/20;4117404;Ourizona;Maringá;B;2001;ALFACE;TON;1;;;;22;30482,32
19/20;4117453;Ouro Verde do Oeste;Toledo;B;2001;ALFACE;TON;1,5;;;;40;55422,4
19/20;4117503;Paiçandu;Maringá;B;2001;ALFACE;TON;13;;;;260;360245,6
19/20;4117602;Palmas;Pato Branco;B;2001;ALFACE;TON;4;;;;80;110844,8
19/20;4117701;Palmeira;Ponta Grossa;B;2001;ALFACE;TON;5;;;;110;152411,6
19/20;4117800;Palmital;Pitanga;B;2001;ALFACE;TON;5;;;;100;138556
19/20;4117909;Palotina;Toledo;B;2001;ALFACE;TON;2;;;;52;72049,12
19/20;4118006;Paraíso do Norte;Paranavaí;B;2001;ALFACE;TON;3;;;;100;138556
19/20;4118105;Paranacity;Paranavaí;B;2001;ALFACE;TON;1;;;;11;15241,16
19/20;4118204;Paranaguá;Paranaguá;B;2001;ALFACE;TON;15;;;;225;311751
19/20;4118303;Paranapoema;Paranavaí;B;2001;ALFACE;TON;0,5;;;;2;2771,12
19/20;4118402;Paranavaí;Paranavaí;B;2001;ALFACE;TON;8;;;;110;152411,6
19/20;4118451;Pato Bragado;Toledo;B;2001;ALFACE;TON;0,7;;;;18;24940,08
19/20;4118501;Pato Branco;Pato Branco;B;2001;ALFACE;TON;7;;;;80;110844,8
19/20;4118600;Paula Freitas;União da Vitória;B;2001;ALFACE;TON;17;;;;165;228617,4
19/20;4118709;Paulo Frontin;União da Vitória;B;2001;ALFACE;TON;18;;;;85;117772,6
19/20;4118808;Peabiru;Campo Mourão;B;2001;ALFACE;TON;3;;;;45;62350,2
19/20;4118857;Perobal;Umuarama;B;2001;ALFACE;TON;8;;;;120;166267,2
19/20;4118907;Pérola;Umuarama;B;2001;ALFACE;TON;6;;;;120;166267,2
19/20;4119004;Pérola d'Oeste;Francisco Beltrão;B;2001;ALFACE;TON;7;;;;140;193978,4
19/20;4119103;Piên;Curitiba;B;2001;ALFACE;TON;1;;;;14;19397,84
19/20;4119152;Pinhais;Curitiba;B;2001;ALFACE;TON;1;;;;10;13855,6
19/20;4119202;Pinhalão;Jacarezinho;B;2001;ALFACE;TON;13;;;;110;152411,6
19/20;4119251;Pinhal de São Bento;Francisco Beltrão;B;2001;ALFACE;TON;4;;;;80;110844,8
19/20;4119301;Pinhão;Guarapuava;B;2001;ALFACE;TON;8;;;;115;159339,4
19/20;4119400;Piraí do Sul;Ponta Grossa;B;2001;ALFACE;TON;15;;;;375;519585
19/20;4119509;Piraquara;Curitiba;B;2001;ALFACE;TON;12;;;;240;332534,4
19/20;4119608;Pitanga;Pitanga;B;2001;ALFACE;TON;6;;;;190;263256,4
19/20;4119657;Pitangueiras;Londrina;B;2001;ALFACE;TON;1;;;;23;31867,88
19/20;4119707;Planaltina do Paraná;Paranavaí;B;2001;ALFACE;TON;2;;;;33;45723,48
19/20;4119806;Planalto;Francisco Beltrão;B;2001;ALFACE;TON;10;;;;180;249400,8
19/20;4119905;Ponta Grossa;Ponta Grossa;B;2001;ALFACE;TON;80;;;;160;221689,6
19/20;4119954;Pontal do Paraná;Paranaguá;B;2001;ALFACE;TON;1;;;;15;20783,4
19/20;4120002;Porecatu;Londrina;B;2001;ALFACE;TON;7;;;;125;173195
19/20;4120150;Porto Barreiro;Laranjeiras do Sul;B;2001;ALFACE;TON;0,5;;;;3;4156,68
19/20;4120200;Porto Rico;Paranavaí;B;2001;ALFACE;TON;0,5;;;;3;4156,68
19/20;4120309;Porto Vitória;União da Vitória;B;2001;ALFACE;TON;15;;;;120;166267,2
19/20;4120358;Pranchita;Francisco Beltrão;B;2001;ALFACE;TON;7;;;;145;200906,2
19/20;4120408;Presidente Castelo Branco;Maringá;B;2001;ALFACE;TON;2;;;;40;55422,4
19/20;4120507;Primeiro de Maio;Londrina;B;2001;ALFACE;TON;3;;;;72;99760,32
19/20;4120606;Prudentópolis;Guarapuava;B;2001;ALFACE;TON;7;;;;100;138556
19/20;4120655;Quarto Centenário;Campo Mourão;B;2001;ALFACE;TON;2;;;;30;41566,8
19/20;4120705;Quatiguá;Jacarezinho;B;2001;ALFACE;TON;10;;;;200;277112
19/20;4120804;Quatro Barras;Curitiba;B;2001;ALFACE;TON;4;;;;72;99760,32
19/20;4120853;Quatro Pontes;Toledo;B;2001;ALFACE;TON;1,6;;;;40;55422,4
19/20;4120903;Quedas do Iguaçu;Laranjeiras do Sul;B;2001;ALFACE;TON;6;;;;60;83133,6
19/20;4121000;Querência do Norte;Paranavaí;B;2001;ALFACE;TON;4;;;;57;78976,92
19/20;4121109;Quinta do Sol;Campo Mourão;B;2001;ALFACE;TON;3;;;;42;58193,52
19/20;4121208;Quitandinha;Curitiba;B;2001;ALFACE;TON;15;;;;150;207834
19/20;4121257;Ramilândia;Cascavel;B;2001;ALFACE;TON;15;;;;260;360245,6
19/20;4121307;Rancho Alegre;Cornélio Procópio;B;2001;ALFACE;TON;1;;;;3,5;4849,46
19/20;4121356;Rancho Alegre D'Oeste;Campo Mourão;B;2001;ALFACE;TON;1;;;;12;16626,72
19/20;4121406;Realeza;Francisco Beltrão;B;2001;ALFACE;TON;11;;;;230;318678,8
19/20;4121505;Rebouças;Irati;B;2001;ALFACE;TON;1;;;;15;20783,4
19/20;4121604;Renascença;Francisco Beltrão;B;2001;ALFACE;TON;5;;;;100;138556
19/20;4121703;Reserva;Ponta Grossa;B;2001;ALFACE;TON;5;;;;20;27711,2
19/20;4121752;Reserva do Iguaçu;Guarapuava;B;2001;ALFACE;TON;3;;;;38;52651,28
19/20;4121802;Ribeirão Claro;Jacarezinho;B;2001;ALFACE;TON;10;;;;70;96989,2
19/20;4121901;Ribeirão do Pinhal;Cornélio Procópio;B;2001;ALFACE;TON;2;;;;60;83133,6
19/20;4122008;Rio Azul;Irati;B;2001;ALFACE;TON;3;;;;85;117772,6
19/20;4122156;Rio Bonito do Iguaçu;Laranjeiras do Sul;B;2001;ALFACE;TON;3;;;;39;54036,84
19/20;4122172;Rio Branco do Ivaí;Ivaiporã;B;2001;ALFACE;TON;2;;;;12;16626,72
19/20;4122206;Rio Branco do Sul;Curitiba;B;2001;ALFACE;TON;100;;;;1800;2494008
19/20;4122305;Rio Negro;Curitiba;B;2001;ALFACE;TON;18;;;;175;242473
19/20;4122404;Rolândia;Londrina;B;2001;ALFACE;TON;6,5;;;;130;180122,8
19/20;4122503;Roncador;Campo Mourão;B;2001;ALFACE;TON;8;;;;64;88675,84
19/20;4122602;Rondon;Cianorte;B;2001;ALFACE;TON;7;;;;120;166267,2
19/20;4122651;Rosário do Ivaí;Ivaiporã;B;2001;ALFACE;TON;0,5;;;;6;8313,36
19/20;4122701;Sabáudia;Apucarana;B;2001;ALFACE;TON;6,2;;;;93;128857,08
19/20;4122800;Salgado Filho;Francisco Beltrão;B;2001;ALFACE;TON;10;;;;200;277112
19/20;4122909;Salto do Itararé;Jacarezinho;B;2001;ALFACE;TON;10;;;;200;277112
19/20;4123006;Salto do Lontra;Dois Vizinhos;B;2001;ALFACE;TON;13;;;;260;360245,6
19/20;4123105;Santa Amélia;Cornélio Procópio;B;2001;ALFACE;TON;1,5;;;;10,5;14548,38
19/20;4123204;Santa Cecília do Pavão;Cornélio Procópio;B;2001;ALFACE;TON;0,2;;;;2;2771,12
19/20;4123303;Santa Cruz de Monte Castelo;Paranavaí;B;2001;ALFACE;TON;3;;;;25;34639
19/20;4123402;Santa Fé;Maringá;B;2001;ALFACE;TON;15;;;;360;498801,6
19/20;4123501;Santa Helena;Toledo;B;2001;ALFACE;TON;5;;;;125;173195
19/20;4123600;Santa Inês;Maringá;B;2001;ALFACE;TON;0,5;;;;13;18012,28
19/20;4123709;Santa Isabel do Ivaí;Paranavaí;B;2001;ALFACE;TON;4;;;;100;138556
19/20;4123808;Santa Izabel do Oeste;Francisco Beltrão;B;2001;ALFACE;TON;7;;;;138;191207,28
19/20;4123824;Santa Lúcia;Cascavel;B;2001;ALFACE;TON;6;;;;110;152411,6
19/20;4123857;Santa Maria do Oeste;Pitanga;B;2001;ALFACE;TON;6;;;;126;174580,56
19/20;4123907;Santa Mariana;Cornélio Procópio;B;2001;ALFACE;TON;13;;;;247;342233,32
19/20;4123956;Santa Mônica;Paranavaí;B;2001;ALFACE;TON;2;;;;31;42952,36
19/20;4124004;Santana do Itararé;Jacarezinho;B;2001;ALFACE;TON;8;;;;150;207834
19/20;4124020;Santa Tereza do Oeste;Cascavel;B;2001;ALFACE;TON;14;;;;254;351932,24
19/20;4124053;Santa Terezinha de Itaipu;Cascavel;B;2001;ALFACE;TON;12;;;;224;310365,44
19/20;4124103;Santo Antônio da Platina;Jacarezinho;B;2001;ALFACE;TON;85;;;;2100;2909676
19/20;4124202;Santo Antônio do Caiuá;Paranavaí;B;2001;ALFACE;TON;0,5;;;;1;1385,56
19/20;4124301;Santo Antônio do Paraíso;Cornélio Procópio;B;2001;ALFACE;TON;0,5;;;;9;12470,04
19/20;4124400;Santo Antônio do Sudoeste;Francisco Beltrão;B;2001;ALFACE;TON;15;;;;300;415668
19/20;4124509;Santo Inácio;Maringá;B;2001;ALFACE;TON;2;;;;50;69278
19/20;4124608;São Carlos do Ivaí;Paranavaí;B;2001;ALFACE;TON;0,2;;;;2;2771,12
19/20;4124707;São Jerônimo da Serra;Cornélio Procópio;B;2001;ALFACE;TON;50;;;;1100;1524116
19/20;4124806;São João;Pato Branco;B;2001;ALFACE;TON;6,5;;;;130;180122,8
19/20;4124905;São João do Caiuá;Paranavaí;B;2001;ALFACE;TON;1;;;;5;6927,8
19/20;4125001;São João do Ivaí;Ivaiporã;B;2001;ALFACE;TON;0,5;;;;8;11084,48
19/20;4125100;São João do Triunfo;Ponta Grossa;B;2001;ALFACE;TON;2,5;;;;30;41566,8
19/20;4125209;São Jorge d'Oeste;Dois Vizinhos;B;2001;ALFACE;TON;8;;;;160;221689,6
19/20;4125308;São Jorge do Ivaí;Maringá;B;2001;ALFACE;TON;2,5;;;;63;87290,28
19/20;4125357;São Jorge do Patrocínio;Umuarama;B;2001;ALFACE;TON;1;;;;22;30482,32
19/20;4125407;São José da Boa Vista;Jacarezinho;B;2001;ALFACE;TON;15;;;;300;415668
19/20;4125456;São José das Palmeiras;Toledo;B;2001;ALFACE;TON;3,5;;;;87,5;121236,5
19/20;4125506;São José dos Pinhais;Curitiba;B;2001;ALFACE;TON;850;;;;16745;23201202,2
19/20;4125555;São Manoel do Paraná;Cianorte;B;2001;ALFACE;TON;2;;;;7;9698,92
19/20;4125605;São Mateus do Sul;União da Vitória;B;2001;ALFACE;TON;40;;;;400;554224
19/20;4125704;São Miguel do Iguaçu;Cascavel;B;2001;ALFACE;TON;28;;;;504;698322,24
19/20;4125753;São Pedro do Iguaçu;Toledo;B;2001;ALFACE;TON;2;;;;50;69278
19/20;4125803;São Pedro do Ivaí;Ivaiporã;B;2001;ALFACE;TON;2;;;;6;8313,36
19/20;4125902;São Pedro do Paraná;Paranavaí;B;2001;ALFACE;TON;1;;;;14;19397,84
19/20;4126009;São Sebastião da Amoreira;Cornélio Procópio;B;2001;ALFACE;TON;3;;;;60;83133,6
19/20;4126108;São Tomé;Cianorte;B;2001;ALFACE;TON;2;;;;81;112230,36
19/20;4126207;Sapopema;Cornélio Procópio;B;2001;ALFACE;TON;1,2;;;;18;24940,08
19/20;4126256;Sarandi;Maringá;B;2001;ALFACE;TON;30;;;;600;831336
19/20;4126272;Saudade do Iguaçu;Pato Branco;B;2001;ALFACE;TON;3;;;;25;34639
19/20;4126306;Sengés;Ponta Grossa;B;2001;ALFACE;TON;2;;;;16;22168,96
19/20;4126355;Serranópolis do Iguaçu;Cascavel;B;2001;ALFACE;TON;2,5;;;;50;69278
19/20;4126405;Sertaneja;Cornélio Procópio;B;2001;ALFACE;TON;3,5;;;;52,5;72741,9
19/20;4126504;Sertanópolis;Londrina;B;2001;ALFACE;TON;4;;;;80;110844,8
19/20;4126603;Siqueira Campos;Jacarezinho;B;2001;ALFACE;TON;15;;;;240;332534,4
19/20;4126652;Sulina;Pato Branco;B;2001;ALFACE;TON;1;;;;15;20783,4
19/20;4126678;Tamarana;Londrina;B;2001;ALFACE;TON;15;;;;300;415668
19/20;4126702;Tamboara;Paranavaí;B;2001;ALFACE;TON;4;;;;50;69278
19/20;4126801;Tapejara;Cianorte;B;2001;ALFACE;TON;3;;;;90;124700,4
19/20;4126900;Tapira;Umuarama;B;2001;ALFACE;TON;1,5;;;;30;41566,8
19/20;4127007;Teixeira Soares;Irati;B;2001;ALFACE;TON;3,5;;;;87;120543,72
19/20;4127106;Telêmaco Borba;Ponta Grossa;B;2001;ALFACE;TON;15;;;;270;374101,2
19/20;4127205;Terra Boa;Campo Mourão;B;2001;ALFACE;TON;5;;;;85;117772,6
19/20;4127304;Terra Rica;Paranavaí;B;2001;ALFACE;TON;2;;;;22;30482,32
19/20;4127403;Terra Roxa;Toledo;B;2001;ALFACE;TON;6,5;;;;140;193978,4
19/20;4127502;Tibagi;Ponta Grossa;B;2001;ALFACE;TON;2;;;;30;41566,8
19/20;4127601;Tijucas do Sul;Curitiba;B;2001;ALFACE;TON;150;;;;1800;2494008
19/20;4127700;Toledo;Toledo;B;2001;ALFACE;TON;31;;;;806;1116761,36
19/20;4127809;Tomazina;Jacarezinho;B;2001;ALFACE;TON;10;;;;60;83133,6
19/20;4127858;Três Barras do Paraná;Cascavel;B;2001;ALFACE;TON;5;;;;80;110844,8
19/20;4127882;Tunas do Paraná;Curitiba;B;2001;ALFACE;TON;3;;;;36;49880,16
19/20;4127908;Tuneiras do Oeste;Cianorte;B;2001;ALFACE;TON;3;;;;75;103917
19/20;4127957;Tupãssi;Toledo;B;2001;ALFACE;TON;1,5;;;;38;52651,28
19/20;4127965;Turvo;Guarapuava;B;2001;ALFACE;TON;5;;;;72;99760,32
19/20;4128005;Ubiratã;Campo Mourão;B;2001;ALFACE;TON;4;;;;60;83133,6
19/20;4128104;Umuarama;Umuarama;B;2001;ALFACE;TON;50;;;;1000;1385560
19/20;4128203;União da Vitória;União da Vitória;B;2001;ALFACE;TON;13;;;;78;108073,68
19/20;4128302;Uniflor;Maringá;B;2001;ALFACE;TON;3;;;;60;83133,6
19/20;4128401;Uraí;Cornélio Procópio;B;2001;ALFACE;TON;1;;;;50;69278
19/20;4128500;Wenceslau Braz;Jacarezinho;B;2001;ALFACE;TON;50;;;;950;1316282
19/20;4128534;Ventania;Ponta Grossa;B;2001;ALFACE;TON;6;;;;96;133013,76
19/20;4128559;Vera Cruz do Oeste;Cascavel;B;2001;ALFACE;TON;50;;;;795;1101520,2
19/20;4128609;Verê;Francisco Beltrão;B;2001;ALFACE;TON;5;;;;100;138556
19/20;4128625;Alto Paraíso;Umuarama;B;2001;ALFACE;TON;1;;;;20;27711,2
19/20;4128633;Doutor Ulysses;Curitiba;B;2001;ALFACE;TON;1;;;;20;27711,2
19/20;4128658;Virmond;Laranjeiras do Sul;B;2001;ALFACE;TON;2;;;;14;19397,84
19/20;4128708;Vitorino;Pato Branco;B;2001;ALFACE;TON;1;;;;15;20783,4
19/20;4128807;Xambrê;Umuarama;B;2001;ALFACE;TON;5;;;;70;96989,2
19/20;4115804;Medianeira;Cascavel;B;2013;ALFAVACA (folha desidratada);KG;0,2;;;;50;375
19/20;4100707;Alto Piquiri;Umuarama;A;0001;ALGODAO;TON;25;;;;75;205449,75
19/20;4101903;Assaí;Cornélio Procópio;A;0001;ALGODAO;TON;27;;;;65,34;178987,82
19/20;4104303;Campo Mourão;Campo Mourão;A;0001;ALGODAO;TON;5;;;;9;24653,97
19/20;4108007;Florestópolis;Londrina;A;0001;ALGODAO;TON;110;;;;297;813581,01
19/20;4109807;Ibiporã;Londrina;A;0001;ALGODAO;TON;43;;;;116,1;318036,21
19/20;4110904;Itaguajé;Maringá;A;0001;ALGODAO;TON;300;;;;464,7;1272966,65
19/20;4111902;Jaguapitã;Londrina;A;0001;ALGODAO;TON;101;;;;272,7;747015,29
19/20;4112702;Jataizinho;Cornélio Procópio;A;0001;ALGODAO;TON;57;;;;106,02;290423,77
19/20;4113700;Londrina;Londrina;A;0001;ALGODAO;TON;25;;;;67,5;184904,78
19/20;4118402;Paranavaí;Paranavaí;A;0001;ALGODAO;TON;72,6;;;;163,35;447469,56
19/20;4120002;Porecatu;Londrina;A;0001;ALGODAO;TON;126;;;;340,2;931920,07
19/20;4121901;Ribeirão do Pinhal;Cornélio Procópio;A;0001;ALGODAO;TON;85;;;;316,2;866176,15
19/20;4122404;Rolândia;Londrina;A;0001;ALGODAO;TON;7;;;;18,9;51773,34
19/20;4123600;Santa Inês;Maringá;A;0001;ALGODAO;TON;14,5;;;;31,45;86151,93
19/20;4126405;Sertaneja;Cornélio Procópio;A;0001;ALGODAO;TON;194;;;;601,4;1647433,06
19/20;4126504;Sertanópolis;Londrina;A;0001;ALGODAO;TON;10;;;;27;73961,91
19/20;4100459;Altamira do Paraná;Campo Mourão;B;2004;ALHO;TON;1;;;;2;25140
19/20;4101002;Ampére;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4101051;Anahy;Cascavel;B;2004;ALHO;TON;1;;;;3;37710
19/20;4101309;Antônio Olinto;União da Vitória;B;2004;ALHO;TON;2;;;;6;75420
19/20;4101507;Arapongas;Apucarana;B;2004;ALHO;TON;0,5;;;;7,5;94275
19/20;4101655;Arapuã;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4101705;Araruna;Campo Mourão;B;2004;ALHO;TON;1;;;;2;25140
19/20;4101853;Ariranha do Ivaí;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4102505;Barbosa Ferraz;Campo Mourão;B;2004;ALHO;TON;2;;;;4;50280
19/20;4102604;Barracão;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,5;56565
19/20;4102752;Bela Vista da Caroba;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,3;54051
19/20;4102901;Bituruna;União da Vitória;B;2004;ALHO;TON;1;;;;3;37710
19/20;4103008;Boa Esperança;Campo Mourão;B;2004;ALHO;TON;6;;;;21;263970
19/20;4103024;Boa Esperança do Iguaçu;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,3;54051
19/20;4103057;Boa Vista da Aparecida;Cascavel;B;2004;ALHO;TON;1;;;;3,2;40224
19/20;4103156;Bom Jesus do Sul;Francisco Beltrão;B;2004;ALHO;TON;2;;;;9;113130
19/20;4103222;Bom Sucesso do Sul;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4103305;Borrazópolis;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4103354;Braganey;Cascavel;B;2004;ALHO;TON;2;;;;6,4;80448
19/20;4103453;Cafelândia;Cascavel;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4103503;Califórnia;Apucarana;B;2004;ALHO;TON;4;;;;13;163410
19/20;4103909;Campina da Lagoa;Campo Mourão;B;2004;ALHO;TON;2;;;;5;62850
19/20;4103958;Campina do Simão;Guarapuava;B;2004;ALHO;TON;1;;;;2,2;27654
19/20;4104055;Campo Bonito;Cascavel;B;2004;ALHO;TON;3;;;;9,9;124443
19/20;4104303;Campo Mourão;Campo Mourão;B;2004;ALHO;TON;1;;;;2;25140
19/20;4104402;Cândido de Abreu;Pitanga;B;2004;ALHO;TON;1;;;;3,2;40224
19/20;4104428;Candói;Guarapuava;B;2004;ALHO;TON;2;;;;4,6;57822
19/20;4104451;Cantagalo;Guarapuava;B;2004;ALHO;TON;2;;;;4,2;52794
19/20;4104501;Capanema;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4104600;Capitão Leônidas Marques;Cascavel;B;2004;ALHO;TON;1;;;;3,5;43995
19/20;4104709;Carlópolis;Jacarezinho;B;2004;ALHO;TON;2;;;;12,6;158382
19/20;4104808;Cascavel;Cascavel;B;2004;ALHO;TON;10;;;;51;641070
19/20;4104907;Castro;Ponta Grossa;B;2004;ALHO;TON;4;;;;16,8;211176
19/20;4105003;Catanduvas;Cascavel;B;2004;ALHO;TON;1,5;;;;4,95;62221,5
19/20;4105300;Céu Azul;Cascavel;B;2004;ALHO;TON;1,5;;;;5,7;71649
19/20;4105409;Chopinzinho;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4105508;Cianorte;Cianorte;B;2004;ALHO;TON;1,5;;;;6;75420
19/20;4106001;Congonhinhas;Cornélio Procópio;B;2004;ALHO;TON;12;;;;133,2;1674324
19/20;4106100;Conselheiro Mairinck;Jacarezinho;B;2004;ALHO;TON;1;;;;6,15;77305,5
19/20;4106308;Corbélia;Cascavel;B;2004;ALHO;TON;1;;;;3,3;41481
19/20;4106506;Coronel Vivida;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4106555;Corumbataí do Sul;Campo Mourão;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4106571;Cruzeiro do Iguaçu;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,3;54051
19/20;4106803;Cruz Machado;União da Vitória;B;2004;ALHO;TON;2;;;;6,3;79191
19/20;4107009;Curiúva;Jacarezinho;B;2004;ALHO;TON;2;;;;12,5;157125
19/20;4107124;Diamante do Sul;Laranjeiras do Sul;B;2004;ALHO;TON;0,2;;;;0,36;4525,2
19/20;4107157;Diamante D'Oeste;Cascavel;B;2004;ALHO;TON;2,5;;;;8;100560
19/20;4107207;Dois Vizinhos;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,4;55308
19/20;4107405;Enéas Marques;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,3;54051
19/20;4107504;Engenheiro Beltrão;Campo Mourão;B;2004;ALHO;TON;0,5;;;;1;12570
19/20;4107546;Espigão Alto do Iguaçu;Laranjeiras do Sul;B;2004;ALHO;TON;0,4;;;;0,8;10056
19/20;4107603;Faxinal;Ivaiporã;B;2004;ALHO;TON;1;;;;3;37710
19/20;4107736;Fernandes Pinheiro;Irati;B;2004;ALHO;TON;2;;;;12;150840
19/20;4107751;Figueira;Jacarezinho;B;2004;ALHO;TON;1;;;;6,4;80448
19/20;4107850;Flor da Serra do Sul;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,1;51537
19/20;4108304;Foz do Iguaçu;Cascavel;B;2004;ALHO;TON;0,5;;;;1,8;22626
19/20;4108403;Francisco Beltrão;Francisco Beltrão;B;2004;ALHO;TON;2;;;;9;113130
19/20;4108452;Foz do Jordão;Guarapuava;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4108502;General Carneiro;União da Vitória;B;2004;ALHO;TON;1;;;;3;37710
19/20;4108551;Godoy Moreira;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4108601;Goioerê;Campo Mourão;B;2004;ALHO;TON;1;;;;4;50280
19/20;4108650;Goioxim;Guarapuava;B;2004;ALHO;TON;1;;;;2,2;27654
19/20;4108700;Grandes Rios;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4108957;Guamiranga;Irati;B;2004;ALHO;TON;1;;;;4,5;56565
19/20;4109005;Guapirama;Jacarezinho;B;2004;ALHO;TON;4;;;;25,2;316764
19/20;4109302;Guaraniaçu;Laranjeiras do Sul;B;2004;ALHO;TON;1;;;;2,1;26397
19/20;4109401;Guarapuava;Guarapuava;B;2004;ALHO;TON;16;;;;128;1608960
19/20;4109708;Ibaiti;Jacarezinho;B;2004;ALHO;TON;5;;;;30,5;383385
19/20;4109757;Ibema;Cascavel;B;2004;ALHO;TON;0,5;;;;1,55;19483,5
19/20;4110052;Iguatu;Cascavel;B;2004;ALHO;TON;1,5;;;;4,5;56565
19/20;4110078;Imbaú;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4110102;Imbituva;Irati;B;2004;ALHO;TON;2;;;;10;125700
19/20;4110201;Inácio Martins;Irati;B;2004;ALHO;TON;0,5;;;;2;25140
19/20;4110508;Ipiranga;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4110706;Irati;Irati;B;2004;ALHO;TON;2,5;;;;11,25;141412,5
19/20;4110805;Iretama;Campo Mourão;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4110953;Itaipulândia;Cascavel;B;2004;ALHO;TON;0,2;;;;0,64;8044,8
19/20;4111209;Itapejara d'Oeste;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4111407;Ivaí;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,1;26397
19/20;4111506;Ivaiporã;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4111704;Jaboti;Jacarezinho;B;2004;ALHO;TON;2;;;;12,5;157125
19/20;4111803;Jacarezinho;Jacarezinho;B;2004;ALHO;TON;2;;;;12,6;158382
19/20;4112009;Jaguariaíva;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4112207;Janiópolis;Campo Mourão;B;2004;ALHO;TON;2;;;;6;75420
19/20;4112306;Japira;Jacarezinho;B;2004;ALHO;TON;2;;;;12,8;160896
19/20;4112504;Jardim Alegre;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4112801;Joaquim Távora;Jacarezinho;B;2004;ALHO;TON;6;;;;36,6;460062
19/20;4112900;Jundiaí do Sul;Jacarezinho;B;2004;ALHO;TON;2;;;;12,8;160896
19/20;4112959;Juranda;Campo Mourão;B;2004;ALHO;TON;1;;;;3;37710
19/20;4113304;Laranjeiras do Sul;Laranjeiras do Sul;B;2004;ALHO;TON;1;;;;2,4;30168
19/20;4113429;Lidianópolis;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4113452;Lindoeste;Cascavel;B;2004;ALHO;TON;2;;;;6;75420
19/20;4113734;Luiziana;Campo Mourão;B;2004;ALHO;TON;2;;;;4;50280
19/20;4113759;Lunardelli;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4113908;Mallet;Irati;B;2004;ALHO;TON;2;;;;10;125700
19/20;4114005;Mamborê;Campo Mourão;B;2004;ALHO;TON;2;;;;5;62850
19/20;4114104;Mandaguaçu;Maringá;B;2004;ALHO;TON;1;;;;10;125700
19/20;4114203;Mandaguari;Maringá;B;2004;ALHO;TON;5;;;;25;314250
19/20;4114351;Manfrinópolis;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4114500;Manoel Ribas;Pitanga;B;2004;ALHO;TON;1;;;;3,35;42109,5
19/20;4114807;Marialva;Maringá;B;2004;ALHO;TON;0,5;;;;4;50280
19/20;4114906;Marilândia do Sul;Apucarana;B;2004;ALHO;TON;1;;;;3;37710
19/20;4115200;Maringá;Maringá;B;2004;ALHO;TON;2;;;;24;301680
19/20;4115309;Mariópolis;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4115408;Marmeleiro;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,1;51537
19/20;4115457;Marquinho;Laranjeiras do Sul;B;2004;ALHO;TON;0,3;;;;0,54;6787,8
19/20;4115507;Marumbi;Apucarana;B;2004;ALHO;TON;1;;;;2;25140
